,Unnamed: 0,Unnamed: 0.1,clouds,date,humidity,lat,location,lon,pressure,temp,type,userId,visibility,weatherCond,windDeg,windSpeed,device,zip,zipcode
118,118,7eb56230-6086-11e7-be36-e17cbde4202e,90,2017-07-04T07:00:42.579Z,94,37.77,San Francisco,-122.41,1018,61.47,0,,16093,,140.0,4.7,Alexa,,94103
119,119,7eca55a0-5555-11e7-aaa5-79bc731415ba,75,2017-06-20T01:12:14.587Z,94,41.2,Garnerville,-74.0,1011,70.77,1,,16093,,210.0,6.93,Alexa,,10923
120,120,7f0a1bb0-ed8d-11e7-a8e6-19cf5fbb5d97,90,2017-12-30T18:16:03.600Z,85,41.2,Haverstraw,-73.97,1014,19.27,1,,1207,,270.0,4.7,Alexa,,10927
121,121,801a7290-ad08-11e7-b2ad-29522b26e64b,90,2017-10-09T15:42:47.866Z,88,41.2,Haverstraw,-73.97,1014,73.29,1,,8047,,160.0,11.41,Alexa,,
122,122,817361B5-6D0B-4B4E-AD4A-C586490064D0,1,2017-06-12T02:25:02.454Z,39,41.11,Suffern,-74.14,1016,80.0,2,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,270.0,4.0,,,10901
123,123,8194B26D-54C6-4CB8-A6FF-8B1B55AB8613,90,2017-08-07T13:32:53.862Z,77,40.71,New York,-74.01,1020,67.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,11265,,239.501,7.0,,,10002
124,124,81CA0923-A9EC-4B97-ABA7-19D00F059C5C,1,2017-08-28T13:36:08.427Z,77,40.84,Bronx,-73.93,1026,59.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,55.50490188598633,6.0,,,10452
125,125,81d178e0-c176-11e7-9981-bfb7b384f71e,1,2017-11-04T15:40:38.639Z,46,41.2,Haverstraw,-73.97,1027,50.23,1,,16093,,70.0,6.93,Alexa,,10927
126,126,829a5da0-5169-11e7-8b05-1f3dc69d681d,1,2017-06-15T01:25:26.267Z,59,41.2,Garnerville,-74.0,1016,70.77,1,,16093,,150.0,5.82,Alexa,,
127,127,82E49C4C-E773-41E8-B24E-A1C3679C75AD,1,2017-11-25T18:55:41.406Z,35,41.14,New City,-73.99,1005,55.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,180.0,11.0,,,10956
128,128,838d0b10-6ad0-11e7-908f-4b064f587a76,1,2017-07-17T09:15:45.089Z,87,47.63,Seattle,-122.35,1021,55.62,0,,16093,,20.0008,5.5,Alexa,,98109
129,129,84371A6B-C503-4B77-980E-69E559B94209,90,2017-12-09T21:23:43.842Z,92,41.2,West Haverstraw,-73.99,1007,29.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,805,,340.0,6.0,,,10923
130,130,84F56CC0-53DA-4CFF-93BD-99CDAE2BC696,75,2017-11-20T12:12:48.580Z,55,41.16,Ossining,-73.87,1014,35.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,280.0,11.0,,,10562
131,131,8713E80D-9184-49E7-A023-4B36AAA9F351,1,2017-11-27T12:14:47.254Z,64,41.16,Ossining,-73.87,1015,36.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,260.0,5.0,,,
132,132,87896F8D-C50B-4A6C-9ADA-20DB21DE9080,75,2017-10-16T11:20:50.138Z,67,41.14,Ossining,-73.87,1012,58.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,300.0,14.0,,,10562
133,133,87AA456A-D18B-4D1D-A219-51AA40525881,1,2017-06-11T02:26:20.771Z,73,41.11,Suffern,-74.14,1017,74.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,227.001,4.0,,,
134,134,883794BE-E950-408E-84F2-A4978BDB07B6,75,2017-06-17T23:01:32.880Z,88,41.71,Arlington,-73.9,1014,71.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,0.0,5.0,,,
135,135,890AB6D3-2F8C-4BBD-87A2-47E397594574,1,2017-08-06T18:29:35.475Z,46,41.2,West Haverstraw,-73.99,1019,73.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,300.0,6.0,,,10923
136,136,8C3D31AF-D0FC-4556-8AE6-F437B471DB15,1,2017-08-28T11:45:54.466Z,77,40.84,Bronx,-73.93,1026,59.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,55.50490188598633,6.0,,,
137,137,8D5449E4-0499-4846-8313-AC392C6C74A9,90,2017-07-27T10:56:33.303Z,100,41.2,West Haverstraw,-73.98,1018,62.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,218.504,3.0,,,10927
138,138,8D7ADCA3-F94D-4F69-B1E9-04343BF86178,1,2017-06-02T12:05:28.240Z,55,41.11,Airmont,-74.13,1016,55.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,255.0,3.0,,,10901
139,139,8FA36E55-492A-4FCF-8B78-9A35CBA344CC,1,2017-12-07T16:15:47.820Z,41,41.2,West Haverstraw,-73.99,1015,41.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,260.0,9.0,,,10923
140,140,8f745320-8ca4-11e7-ac04-c565305c02d6,1,2017-08-29T10:26:46.775Z,87,41.2,Haverstraw,-73.97,1024,60.58,0,,16093,,50.0,8.05,Alexa,,10927
141,141,90608950-BDF1-4956-AA0B-B803EA32407F,1,2017-07-31T01:39:44.164Z,68,41.12,Valley Cottage,-73.94,1017,70.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,14.0082,2.0,,,10989
142,142,90DE13FB-6381-4866-84FB-EB9881A17630,20,2017-11-03T18:09:39.997Z,60,41.1,Nanuet,-74.02,1015,70.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,230.0,9.0,,,10954
143,143,92D72557-3B05-4D34-A36E-7E637BD5260A,40,2017-09-29T16:21:21.197Z,48,40.71,New York,-74.01,1018,63.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,346.5010070800781,4.0,,,10002
144,144,964B283F-0754-4AF3-8384-5B51C78AD61D,1,2017-06-24T17:50:12.583Z,35,40.67,Bayonne,-74.12,1007,83.0,1,DvGx1A7L7wNN9Han9GjEm08Mb7t2,16093,,320.0,24.0,,,07002
145,145,979EFC45-30BF-47E3-ADC6-DB9DD4424631,1,2017-09-02T14:01:06.579Z,76,41.2,West Haverstraw,-73.99,1025,56.0,1,6eUdqOHk4YhcgJo2CqkSv8PI7ZF3,16093,,70.0011,3.0,,,10923
146,146,97F9D10E-7E34-46E4-BCB0-9992746A53CE,90,2017-06-17T17:32:48.562Z,73,41.48,Beacon,-73.97,1013,72.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,88.0041,3.0,,,12508
147,147,9909925B-8595-4293-B945-748EECBCCCE7,1,2017-07-12T03:16:59.309Z,78,41.2,West Haverstraw,-73.99,1014,75.0,2,6eUdqOHk4YhcgJo2CqkSv8PI7ZF3,16093,,239.0,2.0,,,10923
148,148,993ebd20-a06b-11e7-aabc-6d336aab7ccf,1,2017-09-23T14:29:25.107Z,56,41.2,Haverstraw,-73.97,1018,74.25,1,,16093,,340.0,14.99,Alexa,,10927
149,149,9D917F09-BA6E-4849-8C45-A16DAA1E856A,1,2017-10-11T10:23:59.109Z,82,41.19,Haverstraw,-73.96,1020,60.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,300.0,3.0,,,10927
150,150,9bf033a0-993b-11e7-901d-178bfb2ba43d,90,2017-09-14T10:58:15.643Z,100,41.2,Haverstraw,-73.97,1011,67.78,1,,6437,,210.0,3.36,Alexa,,10927
151,151,A06AA9D4-2901-4FDA-9785-1DD70CC92AC7,90,2017-06-08T02:15:22.642Z,87,37.34,San Jose,-121.89,1015,64.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,11265,,170.0,4.0,,,95112
152,152,A1D65FC4-2188-4097-8076-E1210C7535C1,56,2017-05-28T17:24:08.473Z,56,41.1,Nanuet,-74.01,1014,71.0,2,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,0,,0.0,5.0,,,10954
153,153,A4E5723F-7AD0-48E6-9F1A-E13A23F8810A,75,2017-06-18T16:15:43.211Z,83,41.1,Bardonia,-74.0,1012,80.0,2,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,11265,,170.0,10.0,,,10954
154,154,A722D78A-55B2-44ED-9415-C3C10F96CC5E,1,2017-06-21T14:46:27.184Z,47,41.11,Suffern,-74.14,1014,76.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,310.0,11.0,,,10901
155,155,A96D97BC-DF17-44D2-8A1E-07D59E9283E8,1,2017-10-21T15:59:32.919Z,28,41.14,New City,-73.99,1027,69.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,190.0,3.0,,,10956
156,156,AB120D9B-6974-4A36-A3E4-A47E77D0FD9F,75,2017-10-02T11:36:40.743Z,100,41.2,West Haverstraw,-73.99,1029,43.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,343.0,2.0,,,10923
157,157,ABDA9F52-4E01-41B9-8B20-0B48F28D1CDB,1,2017-06-22T11:30:55.560Z,68,40.97,Hastings-on-Hudson,-73.89,1017,64.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,280.0,4.0,,,10701
158,158,ACFCD1C2-AB63-4903-931E-A8FA02E94A9D,75,2017-10-26T12:59:20.861Z,71,40.35,Morganville,-74.19,1005,51.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,270.0,9.0,,,
159,159,AD57FE49-751F-4C5A-B00A-B14DF0CD4B40,75,2017-06-01T13:47:32.399Z,77,41.2,West Haverstraw,-73.99,1014,64.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,256.501,3.0,,,10923
160,160,AD9B91D2-EC08-427C-A00D-4118DDFF09C7,1,2017-11-24T16:00:18.374Z,42,41.1,West Nyack,-73.96,1017,43.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,320.0,5.0,,,10994
161,161,AF8AC4E3-48A7-4A3C-8408-C409643894C0,90,2017-09-30T22:03:37.204Z,76,41.62,Myers Corner,-73.89,1021,53.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,350.0,8.0,,,12603
162,162,B0B6097A-CC0C-42B0-8231-2589FFF680D4,75,2017-10-13T12:48:45.524Z,71,41.2,West Haverstraw,-73.99,1031,49.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,20.0,5.0,,,
163,163,B1EC6E33-C1E5-40B5-B45E-381B83D040E5,90,2017-05-31T03:45:34.065Z,93,41.11,Suffern,-74.14,1019,56.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,172.00099999999995,4.0,,,
164,164,B4373A90-AEF0-4E64-BC79-6977492DB008,40,2017-10-16T13:42:29.028Z,58,40.71,New York,-74.01,1016,55.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,360.0,9.0,,,
165,165,B551EBD0-D3B3-44B1-8142-C6EA41CC281A,1,2017-09-21T11:27:37.064Z,77,41.01,Dobbs Ferry,-73.88,1016,70.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,330.0,12.0,,,10522
166,166,B88886AA-D120-4BD4-AF39-29B24B065144,90,2017-05-29T14:36:51.285Z,100,41.2,West Haverstraw,-73.99,1014,56.0,1,6eUdqOHk4YhcgJo2CqkSv8PI7ZF3,4828,,116.501,3.0,,,
167,167,BC6518CC-A12E-4C39-A152-55F06C09764C,1,2017-10-10T11:02:03.927Z,88,41.2,West Haverstraw,-73.99,1017,63.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,310.0,3.0,,,10923
168,168,BC66A34D-ECE9-41F5-9521-FD443091A952,1,2017-06-26T14:26:36.843Z,40,40.73,Hoboken,-74.03,1017,72.0,1,DvGx1A7L7wNN9Han9GjEm08Mb7t2,16093,,310.0,8.0,,,07310
169,169,BE5A8C1C-6CA0-460D-B1C8-BB1E4F0579FA,90,2017-06-06T18:47:28.809Z,82,37.33,San Jose,-121.89,1015,64.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,14484,,150.0,4.0,,,95113
170,170,C05A8CC9-39E4-48AE-BC9F-6A156422FB38,75,2017-11-08T12:38:20.331Z,86,41.2,West Haverstraw,-73.99,1024,37.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,330.0,13.0,,,10923
171,171,C14E4488-578E-4B97-9FDB-90B8E2467586,75,2017-06-26T19:24:20.432Z,29,41.11,Airmont,-74.13,1016,77.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,260.0,9.0,,,10901
172,172,C1EAA5B3-2249-439A-B583-C47045297BD1,1,2017-10-27T21:42:27.459Z,31,41.1,West Nyack,-73.96,1018,61.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,190.0,5.0,,,10994
173,173,C495A701-70E1-48C0-92D9-F06B52BDA648,75,2017-06-01T13:47:27.629Z,77,41.2,West Haverstraw,-73.99,1014,64.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,256.501,3.0,,,10923
174,174,C4A4547F-8444-4213-A8AD-4A2A07C698F1,90,2017-07-28T13:59:03.923Z,83,41.21,Haverstraw,-73.96,1012,74.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,20.0,3.0,,,10993
175,175,C5976E55-5275-4E9C-928F-E0CB9690A1F8,1,2017-06-27T16:28:50.538Z,56,40.73,Hoboken,-74.03,1015,71.0,1,DvGx1A7L7wNN9Han9GjEm08Mb7t2,16093,,137.501,3.0,,,07310
176,176,C73671B2-4E82-4C93-9EE8-DABFD46C07E3,40,2017-09-05T10:53:00.863Z,82,41.19,Haverstraw,-73.96,1010,65.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,190.0,5.0,,,10927
177,177,C8EED263-4F50-47A1-8E3D-55909FD468D7,90,2017-06-04T18:11:13.363Z,59,41.11,Airmont,-74.13,1015,65.0,2,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,12874,,210.0,5.0,,,
178,178,C9E72B86-03B2-4D0F-89BF-5B1B752B8A11,1,2017-09-28T18:06:49.931Z,36,41.2,West Haverstraw,-73.99,1007,75.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,340.0,17.0,,,10923
179,179,CB858456-1539-4738-A0DE-F8E381B22464,40,2017-10-19T11:51:04.060Z,100,41.2,West Haverstraw,-73.99,1024,44.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,11265,,204.5010070800781,2.0,,,10923
180,180,CBEB158A-43B7-4ADF-AA12-1C53612F81ED,90,2017-12-23T15:35:32.465Z,93,41.06,Tarrytown,-73.86,1014,37.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,3219,,60.0,8.0,,,
181,181,CDC608E0-03EB-4882-A36D-B3D86F640AF1,1,2017-11-21T12:24:03.503Z,64,41.08,Tarrytown,-73.86,1020,34.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,222.5010070800781,10.0,,,10591
182,182,CDD09461-6C89-413F-8AA2-7C5FE623D7E5,90,2017-06-07T13:48:59.141Z,67,40.67,Bayonne,-74.12,1016,56.0,1,DvGx1A7L7wNN9Han9GjEm08Mb7t2,16093,,50.0,9.0,,,
183,183,D10D7129-46AB-4310-A884-80093D1D68E0,90,2017-10-09T12:24:12.997Z,88,41.2,West Haverstraw,-73.99,1017,73.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,14484,,180.0,6.0,,,10923
184,184,D420E8A3-1EA3-48F5-9EAA-EE955CBFA16C,1,2017-08-10T20:51:54.637Z,47,40.75,Long Island City,-73.98,1023,81.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,0.0,6.0,,,10016
185,185,D5A88683-D438-4A7A-BC35-153F674966A4,1,2017-11-04T17:05:40.003Z,37,41.19,Mount Ivy,-74.03,1026,53.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,81.00039672851562,3.0,,,10970
186,186,D8E97E52-955E-45BB-87E8-C7DA272C7432,1,2017-09-29T10:41:31.050Z,71,41.2,West Haverstraw,-73.98,1017,49.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,355.50299072265625,3.0,,,
187,187,D95A279C-32EF-4885-BF2E-1D4A0DD373F6,90,2017-10-26T19:48:13.576Z,58,40.43,Matawan,-74.25,1006,55.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,290.0,10.0,,,07747
188,188,DCE56A00-9ED1-4556-8B42-78D5156834CF,90,2017-12-23T16:05:29.411Z,93,41.06,Tarrytown,-73.86,1014,37.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,3219,,60.0,8.0,,,10591
189,189,DD488F56-F31E-4F2C-882D-0987721D1ACB,20,2017-12-21T13:51:44.909Z,73,41.2,West Haverstraw,-73.99,1021,30.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,330.0,5.0,,,
190,190,DDB60372-915B-4B65-8886-A050ACFD1194,20,2017-06-12T17:09:13.356Z,31,40.76,Weehawken,-74.0,1016,89.0,2,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,290.0,4.0,,,
191,191,DE620CEF-6D85-40B5-8CF7-BE05B08A215A,1,2017-07-21T17:02:42.378Z,43,41.07,Ramsey,-74.14,1012,86.0,2,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,290.0,8.0,,,07446
192,192,E183B78B-F90B-4977-BC2C-0B682574AA86,1,2017-06-13T15:14:17.691Z,43,40.73,Hoboken,-74.04,1014,85.0,1,DvGx1A7L7wNN9Han9GjEm08Mb7t2,16093,,300.0,8.0,,,
193,193,E1F3A2DB-BD14-4EA3-A578-11414E6D171B,90,2017-09-30T14:49:22.641Z,76,41.62,Myers Corner,-73.89,1021,53.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,350.0,8.0,,,12603
194,194,E23615C1-DC3C-4669-9512-DE7A7D32C912,1,2017-09-28T18:06:47.855Z,36,41.2,West Haverstraw,-73.99,1007,75.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,340.0,17.0,,,10923
195,195,E5C77B6D-63CB-41C9-82DD-202007CC62FD,1,2017-07-18T20:51:36.940Z,55,41.1,Suffern,-74.16,1017,86.0,2,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,150.0,10.0,,,
196,196,E72EAA44-43D9-4CBE-AC95-9BEB1A314816,1,2017-11-23T23:51:49.195Z,61,41.13,Valley Cottage,-73.94,1016,35.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,252.5030059814453,3.0,,,10989
197,197,E8469CC6-E2A3-479E-B81B-83471EA2682E,1,2017-11-23T17:34:42.709Z,44,41.4,West Point,-73.93,1018,38.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,20.0,5.0,,,10524
198,198,E8DC9365-C02F-4744-ADAA-A276B67CC046,1,2017-07-11T14:36:15.840Z,61,40.73,Hoboken,-74.03,1015,77.0,2,DvGx1A7L7wNN9Han9GjEm08Mb7t2,16093,,270.0,6.0,,,
199,199,EA47C525-5C2C-4D6E-93B1-16B22560BB1E,1,2017-09-11T12:37:34.593Z,71,40.71,New York,-74.01,1029,56.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,4.50124979019165,6.0,,,10002
200,200,EA73B513-95DD-4912-B1DB-3DCA273E7FF3,90,2017-05-29T15:38:07.341Z,100,41.07,Ramsey,-74.14,1014,56.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,4828,,94.0007,3.0,,,07446
201,201,EB9707D9-A5CF-43C4-AB6C-1F04D6D64069,1,2017-06-27T16:43:08.962Z,56,41.2,West Haverstraw,-73.99,1015,71.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,195.501,6.0,,,10923
202,202,ED817D3F-C9C7-4FB2-83AB-6C7D806B8BD2,40,2017-06-20T11:54:34.422Z,78,41.11,Suffern,-74.14,1012,70.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,24140,,260.0,9.0,,,
203,203,EDB4F26A-A897-4827-B43E-93E8B63C6D4B,40,2017-12-30T22:52:08.152Z,67,41.099998474121094,Nanuet,-74.01000213623047,1014,19.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,260.0,13.0,,10954.0,
204,204,EEDD4404-531B-42ED-ADE9-24EA2DE143C9,1,2017-08-01T13:15:49.460Z,61,40.71,New York,-74.01,1019,78.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,60.0,4.0,,,
205,205,F0B10419-941A-4EF7-B2DB-4CC668EEA341,90,2017-09-16T20:06:55.415Z,100,41.2,West Haverstraw,-73.99,1022,68.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,402,,4.501830101013184,2.0,,,10923
206,206,F2EB16F2-9D87-475B-AA9C-41E210C0F57B,90,2017-05-29T14:22:44.297Z,100,41.2,West Haverstraw,-73.99,1014,56.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,4828,,116.501,3.0,,,
207,207,F34DF9E0-3A95-4EB4-BFE7-97DE953BBBAA,90,2017-10-30T11:21:36.085Z,87,41.09,Sleepy Hollow,-73.87,985,48.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,4828,,290.0,18.0,,,
208,208,F3AAF8D4-1F2F-4B8A-8CFB-23AE6ABE345D,90,2017-05-30T13:10:14.271Z,87,40.71,New York,-74.01,1022,55.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,8047,,160.0,8.0,,,10002
209,209,F44308E0-E580-4FCB-B2D9-5D47E637764D,75,2017-12-06T11:27:41.241Z,61,41.2,West Haverstraw,-73.99,1012,46.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,270.0,10.0,,,10923
210,210,F4C624E4-286F-4030-AE40-5F54296A77F0,90,2017-08-15T11:08:43.491Z,88,41.16,Ossining,-73.87,1014,68.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,0.0,4.0,,,
211,211,F785FFE6-7670-4712-99EB-93D93BD3485A,90,2017-09-16T13:09:06.918Z,100,41.2,West Haverstraw,-73.99,1022,68.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,402,,4.501830101013184,2.0,,,
212,212,F8B53501-E8A8-4578-A147-4329F421229F,90,2017-07-23T13:02:09.790Z,88,41.09,Nyack,-73.92,1008,73.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,6437,,56.5027,5.0,,,10960
213,213,FA578D86-0AE3-4679-B098-AF5B52872054,1,2017-06-24T21:32:14.371Z,33,41.07,Chestnut Ridge,-74.06,1009,83.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,300.0,10.0,,,
214,214,FA7F49CB-F268-433B-A98F-B4592E93FAAA,75,2017-07-24T04:01:02.327Z,83,41.11,Airmont,-74.13,1011,72.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,14484,,130.0,6.0,,,10901
215,215,FAC03C70-BA99-4C03-A803-D17ABC1A7B00,1,2017-06-26T11:46:45.993Z,59,40.83,Bronx,-73.93,1017,62.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,212.006,3.0,,,
216,216,FAC999A7-530D-4FE4-8AB3-44BD1B608E3D,1,2017-09-01T14:19:28.690Z,41,41.2,West Haverstraw,-73.99,1020,59.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,330.0,16.0,,,
217,217,FB9495E9-CB02-48C7-B894-C7F039C4FC52,90,2017-12-17T22:15:17.978Z,63,41.71,Arlington,-73.9,1024,28.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,30.0,3.0,,,12603
218,218,FC3A9503-3577-4305-8485-E0D95CD436A4,1,2017-09-02T14:00:29.216Z,76,41.2,West Haverstraw,-73.99,1025,57.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,70.0010986328125,3.0,,,
219,219,FCF63DE9-F8CD-419D-9BB9-9AA04A720B00,1,2017-09-25T10:48:24.214Z,100,41.19,Haverstraw,-73.96,1018,66.0,2,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,4023,,63.00149917602539,1.0,,,10927
220,220,FD54DC94-1015-4989-840A-5EF354405913,90,2017-05-28T20:57:54.860Z,73,41.12,Valley Cottage,-73.94,1013,69.0,1,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,32186,,140.0,11.0,,,10989
221,221,FE2AE1EE-F399-4740-A1D5-4E83174AF9F0,40,2017-07-08T19:15:57.889Z,51,41.11,Airmont,-74.13,1007,82.0,2,fvqRYUa0YRTqDmwPkLE7nn0YrLX2,16093,,280.0,14.0,,,10901
222,222,FF557CE3-5CA3-4524-A7C5-23E50D53841F,75,2017-12-16T16:17:55.192Z,58,41.2,West Haverstraw,-73.99,1016,29.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,260.0,11.0,,,10923
223,223,FF8ACE27-429C-4F4C-AE01-D1330194E4EA,75,2017-12-17T18:30:00.205Z,58,41.54,Fishkill,-73.94,1025,29.0,1,KeAdoRGcxYfNNQeAfvMG5DFj5zB3,16093,,345.5010070800781,1.0,,,12524
224,224,ac39c200-6086-11e7-be36-e17cbde4202e,90,2017-07-04T07:01:58.944Z,94,37.77,San Francisco,-122.41,1018,61.47,0,,16093,,140.0,4.7,Alexa,,94103
225,225,ad7c5b70-ddca-11e7-945a-d76d3781ada1,1,2017-12-10T16:53:42.184Z,59,41.2,Haverstraw,-73.97,1012,34.39,1,,16093,,280.0,9.17,Alexa,,10927
226,226,af693e60-c931-11e7-8638-59b0870a8bdf,1,2017-11-14T11:48:09.158Z,80,41.2,Haverstraw,-73.97,1025,31.89,1,,16093,,350.0,8.05,Alexa,,10927
227,227,b0fe6350-8e57-11e7-ab57-434a57339273,1,2017-08-31T14:21:34.086Z,60,41.2,Haverstraw,-73.97,1013,72.81,1,,16093,,300.0,12.75,Alexa,,10927
228,228,b99b7d90-5e96-11e7-86d5-01fa933c164e,75,2017-07-01T19:51:51.018Z,78,41.2,Haverstraw,-73.97,1012,81.45,1,,16093,,198.505,6.71,Alexa,,10927
229,229,bc75b130-60bb-11e7-8441-799a20e48d26,40,2017-07-04T13:21:49.508Z,49,41.2,Haverstraw,-73.97,1019,71.74,1,,16093,,360.0,9.17,Alexa,,10927
230,230,bca64ed0-9879-11e7-ac22-4bf203978489,90,2017-09-13T11:50:28.157Z,100,41.2,Haverstraw,-73.97,1014,57.22,0,,402,,251.0,2.06,Alexa,,10927
231,231,bd506aa0-5553-11e7-a942-9512a561f29d,75,2017-06-20T00:59:40.490Z,94,41.2,Garnerville,-74.0,1011,70.77,1,,16093,,210.0,6.93,Alexa,,
232,232,c960f2b0-5553-11e7-9943-199979f35244,75,2017-06-20T01:00:00.731Z,94,41.2,Garnerville,-74.0,1011,70.77,1,,16093,,210.0,6.93,Alexa,,
233,233,cbebf5b0-6ad0-11e7-908f-4b064f587a76,1,2017-07-17T09:17:46.507Z,87,47.63,Seattle,-122.35,1021,55.62,0,,16093,,20.0008,5.5,Alexa,,98109
234,234,d5030160-56db-11e7-8cfd-b73548e46803,20,2017-06-21T23:46:22.967Z,44,41.2,Garnerville,-74.0,1012,80.04,1,,16093,,260.0,5.82,Alexa,,
